ref,title,denomination,address,commune,insee,departement,region,century,protection,latitude,longitude,coord_source,coord_score,coord_label,coord_check,notice_url
ACR0000054,sanatorium de Guébriant-la Clairière village de vacances,architecture hospitalière d'assistance ou de protection sociale; édifice hospitalier d'assistance ou de protection sociale; édifice hospitalier; hôpital,2030 route Plaine de Joux,Passy,74208,74,Auvergne-Rhône-Alpes,20e siècle,,45.9514535591167,6.73125447162042,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0000054
ACR0000055,"sanatorium de Praz-Coutant, actuellement centre médical spécialisé",architecture hospitalière d'assistance ou de protection sociale; édifice hospitalier d'assistance ou de protection sociale; édifice hospitalier; hôpital,171 route de Praz Coûtant,Passy,74208,74,Auvergne-Rhône-Alpes,20e siècle,,45.9467064857958,6.719183582088691,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0000055
ACR0000059,"""hôpital Georges-Pianta : chapelle, actuellement salle de réunions dite salle de ""La Dent d'Oche""""",architecture hospitalière d'assistance ou de protection sociale; édifice hospitalier d'assistance ou de protection sociale; édifice hospitalier; hôpital,3 avenue de la,Thonon-les-Bains,74281,74,Auvergne-Rhône-Alpes,20e siècle,,46.3595943781076,6.4792071406871905,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0000059
ACR0000092,hôpital général Lucien-Hussel,architecture hospitalière d'assistance ou de protection sociale; édifice hospitalier d'assistance ou de protection sociale; édifice hospitalier; hôpital,montée du Docteur-Chapuis,Vienne,38544,38,Auvergne-Rhône-Alpes,20e siècle,,45.534278,4.876527,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0000092
ACR0000110,chapelle privée du pensionnat Godefroy-de-Bouillon,architecture religieuse; édifice religieux; édifice religieux chrétien; église,14 rue Godefroy-de-Bouillon,Clermont-Ferrand,63113,63,Auvergne-Rhône-Alpes,20e siècle,,45.7803125748573,3.09285417135578,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0000110
ACR0000132,Poste centrale place Antonin Poncet,architecture civile publique; édifice de l'administration ou de la vie publique; bureau de poste,,Lyon 2e Arrondissement,69382,69,Auvergne-Rhône-Alpes,20e siècle,,45.7559467071673,4.83402645601261,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0000132
ACR0000135,"immeuble d'infirmières, dit Home des infirmières ou Home Lacassagne",architecture domestique; édifice domestique; demeure; immeuble,,Lyon 3e Arrondissement,69383,69,Auvergne-Rhône-Alpes,20e siècle,,45.7449885064153,4.88973438054995,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0000135
ACR0000148,"hôpital dit, clinique Auguste-Lumière, actuellement Direction des Affaires techniques des Hospices civils de Lyon",architecture hospitalière d'assistance ou de protection sociale; édifice hospitalier d'assistance ou de protection sociale; édifice hospitalier; hôpital,,Lyon 8e Arrondissement,69388,69,Auvergne-Rhône-Alpes,20e siècle,,45.7429418529351,4.86513815416284,pop,,,no_commune_reference,https://pop.culture.gouv.fr/notice/merimee/ACR0000148
ACR0000339,Chapelle Sainte-Blanche ; Château de Touvent (Etablissement public départemental Blanche de Fontarce),architecture religieuse; édifice religieux; édifice religieux chrétien; église,route de Velles,Châteauroux,36044,36,Centre-Val de Loire,20e siècle,,46.7810756728568,1.69383672025715,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0000339
ACR0000570,Centre de transfusion sanguine et de réanimation,architecture hospitalière d'assistance ou de protection sociale; édifice hospitalier d'assistance ou de protection sociale; édifice hospitalier; établissement médical,9 rue Lionnois,Nancy,54395,54,Grand Est,20e siècle,,48.6836083798255,6.19174878123393,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0000570
ACR0000579,Chapelle du centre hospitalier régional et universitaire de Nancy-Brabois,architecture religieuse; édifice religieux; édifice religieux chrétien; église,5  ; Brabois rue du Morvan,Vandoeuvre-lès-Nancy,54547,54,Grand Est,20e siècle,,48.6481307601386,6.14507381935593,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0000579
ACR0000624,centre hospitalier régional (C.H.R.),architecture hospitalière d'assistance ou de protection sociale; édifice hospitalier d'assistance ou de protection sociale; édifice hospitalier; hôpital,2 avenue Oscar-Lambret,Lille,59350,59,Hauts-de-France,20e siècle,,50.6109577918788,3.03467298405422,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0000624
ACR0000817,"Maison Roy-Camille, actuellement centre médico-psychologique",architecture domestique; édifice domestique; demeure; maison,; Saint-Jean-de-Dieu (rue) rue du Victor-Hugo,Saint-Pierre,97225,97,Martinique,20e siècle,,14.741172000000002,-61.175936,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0000817
ACR0000846,Sanatorium de la Musse,architecture hospitalière d'assistance ou de protection sociale; édifice hospitalier d'assistance ou de protection sociale; édifice hospitalier; hôpital,1 allée Louis Martin,Saint-Sébastien-de-Morsent,27602,27,Normandie,20e siècle,,49.004452408917686,1.08147108478635,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0000846
ACR0000878,Chapelle de l’ancien Grand séminaire,architecture religieuse; édifice religieux; édifice religieux chrétien; église,55 rue Argentrée,Sées,61464,61,Normandie,20e siècle,,48.6072856434374,0.18343859842357,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0000878
ACR0000952,Quartier de l'Hôpital,urbanisme et espaces aménagés; secteur urbain; quartier,route de Paris,Brive-la-Gaillarde,19031,19,Nouvelle-Aquitaine,20e siècle,,45.16269,1.532497,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0000952
ACR0000974,"rotonde du centre médical A. Leune, à usage de salle à manger du sanatorium",architecture hospitalière d'assistance ou de protection sociale; édifice hospitalier d'assistance ou de protection sociale; édifice hospitalier; hôpital,route des Bains,Sainte-Feyre,23193,23,Nouvelle-Aquitaine,20e siècle,,46.1404124414434,1.88705435708063,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0000974
ACR0000987,Centre hospitalier Dujarric-de-la-Rivière,architecture hospitalière d'assistance ou de protection sociale; édifice hospitalier d'assistance ou de protection sociale; édifice hospitalier; hôpital,80 avenue Georges-Pompidou,Périgueux,24322,24,Nouvelle-Aquitaine,20e siècle,,45.194717000000004,0.731689,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0000987
ACR0001035,bibliothèque francophone multimédia,architecture de culture recherche sport ou loisir; édifice et aménagement de culture recherche sport ou loisir; bibliothèque,2 rue Louis-Longequeue,Limoges,87085,87,Nouvelle-Aquitaine,20e siècle,,45.8258390609735,1.2601042031820902,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0001035
ACR0001053,chapelle de l’hôpital Layné,architecture religieuse; édifice religieux; édifice religieux chrétien; église,boulevard Saint-Médard,Mont-de-Marsan,40192,40,Nouvelle-Aquitaine,20e siècle,,43.89568200000001,-0.485955,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0001053
ACR0001137,Château d’eau de l’hôpital Marchant,génie civil; ouvrage d'art; ouvrage lié à l'alimentation en eau; réservoir,134 route d’ Espagne,Toulouse,31555,31,Occitanie,20e siècle,,43.570327,1.424186,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0001137
ACR0001216,centre hospitalier universitaire,architecture hospitalière d'assistance ou de protection sociale; édifice hospitalier d'assistance ou de protection sociale; édifice hospitalier; hôpital,1 place Alexis-Ricordeau,Nantes,44109,44,Pays de la Loire,20e siècle,,47.2120234704724,-1.55435988232658,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0001216
ACR0001306,clinique Les Cadrans solaires (centre de broncho-pneumologie),architecture hospitalière d'assistance ou de protection sociale; édifice hospitalier d'assistance ou de protection sociale; édifice hospitalier; hôpital,11 route Saint-Paul,Vence,06157,06,Provence-Alpes-Côte d'Azur,20e siècle,,43.718068,7.119209,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0001306
ACR0001351,Centre hospitalier Édouard Toulouse,architecture hospitalière d'assistance ou de protection sociale; édifice hospitalier d'assistance ou de protection sociale; édifice hospitalier; hôpital,118 chemin de Mimet,Marseille 15e Arrondissement,13215,13,Provence-Alpes-Côte d'Azur,20e siècle,,43.381563,5.35843,pop,,,no_commune_reference,https://pop.culture.gouv.fr/notice/merimee/ACR0001351
ACR0001357,Building Canebière,architecture domestique; édifice domestique; demeure; immeuble,73 avenue de la Canebière,Marseille 1er Arrondissement,13201,13,Provence-Alpes-Côte d'Azur,20e siècle,,43.298906,5.382914,pop,,,no_commune_reference,https://pop.culture.gouv.fr/notice/merimee/ACR0001357
ACR0001362,Station sanitaire,architecture hospitalière d'assistance ou de protection sociale; édifice hospitalier d'assistance ou de protection sociale; édifice hospitalier; hôpital,1bis quai de la Tourette,Marseille 2e Arrondissement,13202,13,Provence-Alpes-Côte d'Azur,20e siècle,,43.302093,5.364707,pop,,,no_commune_reference,https://pop.culture.gouv.fr/notice/merimee/ACR0001362
ACR0001367,Faculté de médecine de La Timone,architecture scolaire; édifice scolaire; édifice d'enseignement supérieur; université,27 boulevard Jean-Moulin,Marseille 5e,13205,13,Provence-Alpes-Côte d'Azur,20e siècle,,43.289028,5.400496,pop,,,no_commune_reference,https://pop.culture.gouv.fr/notice/merimee/ACR0001367
ACR0001399,Hôpital,architecture hospitalière d'assistance ou de protection sociale; édifice hospitalier d'assistance ou de protection sociale; édifice hospitalier; hôpital,route d'Arles,Tarascon,13108,13,Provence-Alpes-Côte d'Azur,20e siècle,,43.800804,4.665822,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0001399
ACR0001406,ancien sanatorium Grand Hôtel des Neiges,architecture hospitalière d'assistance ou de protection sociale; édifice hospitalier d'assistance ou de protection sociale; édifice hospitalier; hôpital,24 avenue Adrien-Daurelle,Briançon,05023,05,Provence-Alpes-Côte d'Azur,20e siècle,,44.907113,6.633155,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0001406
ACR0001407,Centre médical Le Bois de l'Ours (ancien sanatorium),architecture hospitalière d'assistance ou de protection sociale; édifice hospitalier d'assistance ou de protection sociale; édifice hospitalier; hôpital,15 route du Poët-Ollagnier,Briançon,05023,05,Provence-Alpes-Côte d'Azur,20e siècle,,44.918032,6.627881,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0001407
ACR0001409,"Hôpital architecture militaire d’héliothérapique du fort du Château,",architecture hospitalière d'assistance ou de protection sociale; édifice hospitalier d'assistance ou de protection sociale; édifice hospitalier; hôpital,Fort du château,Briançon,05023,05,Provence-Alpes-Côte d'Azur,20e siècle,,44.913396,6.62323,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0001409
ACR0001538,Hôpital Beaujon,architecture hospitalière d'assistance ou de protection sociale; édifice hospitalier d'assistance ou de protection sociale; édifice hospitalier; hôpital,100 boulevard du général Leclerc,Clichy-la-Garenne,92024,92,Île-de-France,20e siècle,,48.9084281682359,2.30757172726809,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0001538
ACR0001544,Hôpital Robert Debré,architecture hospitalière d'assistance ou de protection sociale; édifice hospitalier d'assistance ou de protection sociale; édifice hospitalier; hôpital,48 boulevard Sérurier,Paris 19e Arrondissement,75119,75,Île-de-France,20e siècle,,48.8796387847344,2.40137038493851,pop,,,no_commune_reference,https://pop.culture.gouv.fr/notice/merimee/ACR0001544
ACR0001582,Cité ouvrière,urbanisme et espaces aménagés; secteur urbain; secteur urbain concerté,cours Péchiney,Château-Arnoux-Saint-Auban,04049,04,Provence-Alpes-Côte d'Azur,20e siècle,,44.071758,5.994285,ban,0.958,Cours Péchiney 04600 Château-Arnoux-Saint-Auban,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0001582
ACR0001676,Ancien foyer de jeunes travailleuses (Association Saint François d'Assise),architecture hospitalière d'assistance ou de protection sociale; édifice hospitalier d'assistance ou de protection sociale; édifice d'assistance ou de protection sociale; foyer,60 rue Bertin,Saint-Denis,97411,97,La Réunion,20e siècle,,-20.88834251558848,55.449506824173945,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0001676
ACR0001727,Ancien hôpital pour enfants,architecture hospitalière d'assistance ou de protection sociale; édifice hospitalier d'assistance ou de protection sociale; édifice hospitalier; hôpital,3 rue Marius-et-Ary-Leblond,Saint-Louis,97414,974,La Réunion,20e siècle,,-21.282611595789724,55.41222091255812,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0001727
ACR0001776,Ecole primaire Paul-Bert,architecture scolaire; édifice scolaire; école; école primaire,12 avenue Fernand-Pezet,Figeac,46102,46,Occitanie,20e siècle,,44.608946718285125,2.0299699425816975,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0001776
ACR0001809,"LAAC, lieu d'art et d'action contemporaine",architecture de culture recherche sport ou loisir; édifice et aménagement de culture recherche sport ou loisir; lieu d'exposition,302 avenue des Bordées,Dunkerque,59183,59,Hauts-de-France,20e siècle,,51.04633935836119,2.382513010175335,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0001809
ACR0001811,Mémorial de l’internement et de la déportation,architecture monumentale commémorative funéraire et votive; monument; édicule commémoratif,"2 bis, avenue des Martyrs de la Liberté",Compiègne,60159,60,Hauts-de-France,21e siècle,,49.40208625199566,2.8081226542420668,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0001811
ACR0001829,Château d'eau des Hauts-Clos,génie civil; ouvrage d'art; ouvrage lié à l'alimentation en eau; réservoir; château d'eau,10 ; Louis-le-Clert (rue) rue de la Marne,Troyes,10387,10,Grand Est,20e siècle,,48.279502242539394,4.073164536209832,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0001829
ACR0001853,Résidence Lamartine,architecture domestique; édifice domestique; demeure; immeuble à logements,29 ; Hospitalité (rue de l') 43-53 rue Walvein,Tours,37261,37,Centre-Val de Loire,20e siècle,,47.391350158399355,0.6699135009504249,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0001853
ACR0001864,ancien orphelinat La grande métairie,architecture hospitalière d'assistance ou de protection sociale; édifice d'assistance ou de protection sociale; établissement de bienfaisance,2 360 route de Bourges,Osmoy,18174,18,Centre-Val de Loire,20e siècle,,47.07829372573229,2.4960943601350207,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0001864
ACR0001928,Résidence Maisons-Jardins,architecture domestique; édifice domestique; demeure; immeuble à logements,311 boulevard de Saint-Marcel,Marseille 11e Arrondissement,13211,13,Provence-Alpes-Côte d'Azur,20e siècle,,43.285782168385325,5.472310725849248,pop,,,no_commune_reference,https://pop.culture.gouv.fr/notice/merimee/ACR0001928
ACR0001930,"ensemble Sixte Isnard : groupe scolaire, résidences, espaces extérieurs et parc public",urbanisme et espaces aménagés; secteur urbain; quartier,31 ter avenue de la Trilliade,Avignon,84007,84,Provence-Alpes-Côte d'Azur,20e siècle,,43.940694746144196,4.817926237858332,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0001930
ACR0001935,Musée du pays de Sarrebourg,architecture de culture recherche sport ou loisir; édifice et aménagement de culture recherche sport ou loisir; musée,rue de la Paix,Sarrebourg,57630,57,Grand Est,20e siècle,,48.73501,7.055101,ban,0.96,Rue de la Paix 57400 Sarrebourg,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0001935
ACR0001936,Immeuble de logements L'européen,architecture domestique; édifice domestique; demeure; immeuble à logements,2 boulevard Robert Schumann,Thionville,57672,57,Grand Est,20e siècle,,49.35606,6.170259,ban,0.926,2 Boulevard Robert Schuman 57100 Thionville,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0001936
ACR0001938,"La Villa, centre d’interprétation du patrimoine archéologique",architecture de culture recherche sport ou loisir; édifice et aménagement de culture recherche sport ou loisir; centre culturel,5 rue de l'Église,Dehlingen,67088,67,Grand Est,21e siècle,,48.980891,7.192278,ban,0.943,5 Rue de l'Eglise 67430 Dehlingen,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0001938
ACR0001969,Palais du Grand Large,architecture de culture recherche sport ou loisir; édifice et aménagement de culture recherche sport ou loisir; palais des congrès,1 quai Duguay-Trouin,Saint-Malo,35288,35,Bretagne,20e siècle,,48.651536,-2.019326,ban,0.968,1 Quai Duguay-Trouin 35400 Saint-Malo,ok,https://pop.culture.gouv.fr/notice/merimee/ACR0001969
EA03141194,Hôpital de la Charité,hôpital,,Lavault-Sainte-Anne,03140,03,Auvergne-Rhône-Alpes,1er quart 20e siècle,,46.3093,2.6042,commune,,centroïde de la commune,ok,https://pop.culture.gouv.fr/notice/merimee/EA03141194
EA24000003,"Hôpital, centre hospitalier Dujarric-de-la-Rivière",hôpital,80 avenue Georges-Pompidou,Périgueux,24322,24,Nouvelle-Aquitaine,2e quart 20e siècle,,45.193579,0.728594,ban,0.97,80 Avenue Georges Pompidou 24000 Périgueux,ok,https://pop.culture.gouv.fr/notice/merimee/EA24000003
EA31000010,château deau de lhôpital Marchant,établissement des eaux,134 route d Espagne,Toulouse,31555,31,Occitanie,3e quart 20e siècle,,43.559626,1.424359,ban,0.983,134 Route d'Espagne 31100 Toulouse,ok,https://pop.culture.gouv.fr/notice/merimee/EA31000010
EA59141205,"centre hospitalier universitaire, dit Centre hospitalier régional universitaire de Lille",centre hospitalier universitaire,2 avenue Oscar-Lambret,Lille,59350,59,Hauts-de-France,2e quart 20e siècle,,50.609928,3.037536,ban,0.968,2 Avenue Oscar Lambret 59000 Lille,ok,https://pop.culture.gouv.fr/notice/merimee/EA59141205
EA68000001,Hôpital Pasteur,hôpital,39 avenue de la Liberté,Colmar,68066,68,Grand Est,2e quart 20e siècle,,48.076851,7.336788,ban,0.972,39 Avenue de la Liberté 68000 Colmar,ok,https://pop.culture.gouv.fr/notice/merimee/EA68000001
EA97200004,"lycée Schoelcher, actuellement lycée polyvalent mixte Victor-Schoelcher",lycée,44 boulevard Robert-Attuly,Fort-de-France,97209,972,Martinique,2e quart 20e siècle,,14.603055,-61.076389,ban,0.975,44 Boulevard Robert Attuly 97200 Fort-de-France,ok,https://pop.culture.gouv.fr/notice/merimee/EA97200004
EA97200012,"maison Roy-Camille, actuellement centre médico-psychologique",maison,115 ; Saint-Jean-de-Dieu (rue) rue Victor-Hugo,Saint-Pierre,97225,972,Martinique,2e quart 20e siècle,,14.742753,-61.176025,ban,0.539,115 Rue Victor Hugo 97250 Saint-Pierre,ok,https://pop.culture.gouv.fr/notice/merimee/EA97200012
EA97200022,"porte du Tricentenaire, actuellement porte du Parc Floral",porte monumentale,; parc Floral place Gallieni,Fort-de-France,97209,972,Martinique,2e quart 20e siècle,,14.6492,-61.0686,commune,,centroïde de la commune,ok,https://pop.culture.gouv.fr/notice/merimee/EA97200022
IA00000209,léproserie de la Brillette,léproserie,,Urville,14719,14,Normandie,1ère moitié 14e siècle (?),,49.020677646870595,-0.27627838308879976,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/IA00000209
IA00000214,église paroissiale Notre-Dame,église paroissiale,,Urville,14719,14,Normandie,2e moitié 16e siècle; 1er quart 17e siècle,,49.02535289128822,-0.29812740005658667,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/IA00000214
IA00000996,Hôpital Saint-Michel,hôpital,,Falaise,14258,14,Normandie,1er quart 12e siècle,,48.8986,-0.1924,commune,,centroïde de la commune,ok,https://pop.culture.gouv.fr/notice/merimee/IA00000996
IA00001012,Hôtel-Dieu,hôtel-Dieu,"5, 7 rue Carnot",Falaise,14258,14,Normandie,13e siècle; 3e quart 18e siècle,,48.8986,-0.1924,commune,,centroïde de la commune,ok,https://pop.culture.gouv.fr/notice/merimee/IA00001012
IA00001077,Hôpital Saint-Louis,hôpital,boulevard des Bercagnes,Falaise,14258,14,Normandie,4e quart 17e siècle; milieu 18e siècle; 1er quart 20e siècle,,48.891548,-0.204938,ban,0.952,Boulevard des Bercagnes 14700 Falaise,ok,https://pop.culture.gouv.fr/notice/merimee/IA00001077
IA00001635,Maladrerie Sainte-Marguerite,maladrerie,,Exmes,61157,61,Normandie,milieu 13e siècle,,48.799864,0.234588,commune,,centroïde de la commune,ok,https://pop.culture.gouv.fr/notice/merimee/IA00001635
IA00002167,"hôpital, puis établissement conventuel, actuellement musée du Septennat",hôpital; établissement conventuel,6 rue du Château,Château-Chinon (Ville),58062,58,Bourgogne-Franche-Comté,3e quart 17e siècle; 18e siècle; 2e quart 19e siècle,,47.063577,3.933158,ban,0.573,6 Rue du Terreau 58120 Château-Chinon (Ville),ok,https://pop.culture.gouv.fr/notice/merimee/IA00002167
IA00002168,hôpital local,hôpital,rue Jean-Marie Thévenin,Château-Chinon (Ville),58062,58,Bourgogne-Franche-Comté,3e quart 19e siècle,,47.061795,3.935237,ban,0.956,Rue Jean Marie Thévenin 58120 Château-Chinon (Ville),ok,https://pop.culture.gouv.fr/notice/merimee/IA00002168
IA00002261,"hospice, aujourd'hui maison de retraite",hospice,rue de l'Hospice,Achun,58001,58,Bourgogne-Franche-Comté,2e quart 19e siècle,,47.1317,3.6605,commune,,centroïde de la commune,ok,https://pop.culture.gouv.fr/notice/merimee/IA00002261
IA00002604,hôpital local,hôpital,9 rue du Panorama,Lormes,58145,58,Bourgogne-Franche-Comté,2e quart 19e siècle,,47.290192,3.81354,ban,0.952,9 Rue du Panorama 58140 Lormes,ok,https://pop.culture.gouv.fr/notice/merimee/IA00002604
IA00002674,Hôpital,hôpital,Chemin dit des Près de L'Hôpital,Sacy,89330,89,Bourgogne-Franche-Comté,,,47.666559,3.818529,ban,0.619,Chemin du Pré de l’Hôpital 89270 Vermenton,no_commune_reference,https://pop.culture.gouv.fr/notice/merimee/IA00002674
IA00002894,"Abbaye, devenue Hôpital de Bon-Secours, 1 rue du Bon-Sauveur (Bégard)",abbaye,1 rue du Bon-Sauveur,Bégard,22004,22,Bretagne,12e siècle; 2e moitié 17e siècle; 18e siècle; 4e quart 19e siècle,,48.630685854469455,-3.2951833636603696,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/IA00002894
IA00003579,Hôpital,hôpital,place Verdun,Guingamp,22070,22,Bretagne,2e moitié 17e siècle; 1er quart 18e siècle,,48.560503,-3.148234,ban,0.758,Place de Verdun 22200 Guingamp,ok,https://pop.culture.gouv.fr/notice/merimee/IA00003579
IA00004692,Chapelle de Bénin (Plumaugat),chapelle,,Plumaugat,,22,Bretagne,17e siècle; 19e siècle,,48.239507102034466,-2.2075144434124683,pop,,,no_commune_reference,https://pop.culture.gouv.fr/notice/merimee/IA00004692
IA00004839,"Manoir, Le Mottay (Evran)",manoir,,Évran,22056,22,Bretagne,1ère moitié 16e siècle; 4e quart 19e siècle,,48.39188312246909,-1.964065882266351,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/IA00004839
IA00004847,Château de Beaumanoir (Evran),château,,Évran,22056,22,Bretagne,2e quart 17e siècle; 19e siècle,,48.39229921199278,-1.98668162518659,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/IA00004847
IA00006044,"Hôpital, actuellement maison de retraite (Pont-Croix)",hôpital,9 rue Louis Le Goff,Pont-Croix,29218,29,Bretagne,4e quart 19e siècle,,48.04175972628401,-4.489869882110044,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/IA00006044
IA00006048,Hôpital Saint-Yves,hôpital,,Pont-Croix,29218,29,Bretagne,18e siècle (?),,48.0485,-4.5026,commune,,centroïde de la commune,ok,https://pop.culture.gouv.fr/notice/merimee/IA00006048
IA00006317,"Chapelle d'Hospitaliers de Saint-Jean-de-Jérusalem, Saint-Jean (Plouhinec-29)",chapelle,,Plouhinec,29197,29,Bretagne,13e siècle (?),,48.03088276224738,-4.530501857821533,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/IA00006317
IA00006381,chapelles,chapelle,,Pont-Croix,29218,29,Bretagne,,,48.0485,-4.5026,commune,,centroïde de la commune,ok,https://pop.culture.gouv.fr/notice/merimee/IA00006381
IA00006462,Prieuré de Lochrist an Izelvet (Plounévez-Lochrist),prieuré,,Plounévez-Lochrist,,29,Bretagne,12e siècle; 13e siècle (?); 4e quart 18e siècle,,48.63020732731016,-4.236285584509808,pop,,,no_commune_reference,https://pop.culture.gouv.fr/notice/merimee/IA00006462
IA00006463,"Chapelle Notre-Dame, Pont-Christ (Plouvénez-Lochrist)",chapelle,,Plounévez-Lochrist,,29,Bretagne,12e siècle (?); 4e quart 14e siècle; 2e quart 18e siècle (détruit); 4e quart 18e siècle (détruit),,48.64870727492499,-4.195223929556334,pop,,,no_commune_reference,https://pop.culture.gouv.fr/notice/merimee/IA00006463
IA00008183,"Hôpital Saint-Louis, rue Joseph Le Brix (Le Palais)",hôpital,rue Joseph le Brix,Le Palais,56152,56,Bretagne,3e quart 17e siècle; 3e quart 18e siècle; 1ère moitié 19e siècle,,47.3468949573614,-3.1598409983202473,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/IA00008183
IA00008339,Eglise paroissiale Saint-Malo (Locmalo),église paroissiale,,Locmalo,56113,56,Bretagne,15e siècle; 16e siècle; 17e siècle,,48.07184151932017,-3.1855846562444654,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/IA00008339
IA00008411,Chapelle Saint-Fiacre (Le Faouët),chapelle,,Le Faouët,56057,56,Bretagne,2e quart 15e siècle (détruit); 2e moitié 15e siècle,,48.014106877853706,-3.48677988507535,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/IA00008411
IA00008713,L'Hôpital (Malansac),chapelle; manoir,,Malansac,,56,Bretagne,14e siècle; 17e siècle; 20e siècle,,47.671482725815856,-2.2723802196630687,pop,,,no_commune_reference,https://pop.culture.gouv.fr/notice/merimee/IA00008713
IA00009416,"Maison, l' Hôpital (Plaudren)",maison,,Plaudren,56157,56,Bretagne,17e siècle; 18e siècle,,47.75551626619725,-2.7074941692692964,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/IA00009416
IA00009484,Village de Colpo,village,,Colpo,56042,56,Bretagne,3e quart 19e siècle,,47.821067599695176,-2.8106450793651927,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/IA00009484
IA00010201,"Croix de chemin, dite Croix Don Jan, l'Hôpital-Bézon (Ploërmel)",croix de chemin,,Ploërmel,56165,56,Bretagne,16e siècle (?),,47.90505316078248,-2.432937959237394,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/IA00010201
IA00010219,"Chapelle Saint Jean-Baptiste, Saint-Jean-de-Villenars (Ploërmel)",chapelle,,Ploërmel,56165,56,Bretagne,12e siècle (détruit); 1ère moitié 17e siècle (détruit); 3e quart 19e siècle,,47.91290758779225,-2.3493082256405313,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/IA00010219
IA00010242,Ville de Ploërmel,ville,,Ploërmel,56165,56,Bretagne,15e siècle; 16e siècle; 17e siècle; 18e siècle; 19e siècle; 20e siècle,,47.93185015562906,-2.3976062896135173,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/IA00010242
IA00010392,"Tribunal, 7 rue du Tribunal (Pontivy)",tribunal,7 rue du Tribunal,Pontivy,56178,56,Bretagne,1ère moitié 19e siècle,,48.066118007287905,-2.967054992061372,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/IA00010392
IA00010393,"Hôpital d'hospitaliers de Saint-Jean-de-Jérusalem, de filles de Saint-Thomas, place Ernest Jan (Pontivy)",hôpital,place Ernest Jan,Pontivy,56178,56,Bretagne,12e siècle (détruit); 1er quart 18e siècle,,48.06971620690869,-2.967468620602975,pop,,,ok,https://pop.culture.gouv.fr/notice/merimee/IA00010393
